ID,x,y,z,PCI
10,"0.13559000000000002,0.111908,0.132401,0.14565999999999998,0.159897,0.152451,0.14515699999999998,0.16841099999999998,0.10787999999999999,0.17897000000000002,0.17640699999999998,0.12905899999999998,0.079559,0.07788099999999999,0.08189400000000001,0.09751900000000001,0.092163,0.074387,0.064835,0.012711,0.026154000000000004,0.053055,0.068268,0.096588,0.063354,0.009888,0.030991,1.4999999999999999e-05,0.000397,0.025574,0.019974000000000002,0.004471,-0.020401,-0.028702,0.036469,0.032333,0.045517,0.016861,0.026962,0.051086","-0.22283899999999998,-0.21162399999999998,-0.169876,-0.24110399999999998,-0.201691,-0.23121599999999998,-0.231613,-0.24360700000000002,-0.237427,-0.1987,-0.21115100000000003,-0.205078,-0.23642,-0.222931,-0.303543,-0.315292,-0.295502,-0.357651,-0.44538900000000003,-0.30249000000000004,-0.49008199999999996,-0.439209,-0.35228000000000004,-0.41580200000000006,-0.440933,-0.41607700000000003,-0.42573500000000003,-0.40364099999999997,-0.308289,-0.42306499999999997,-0.391342,-0.38655100000000003,-0.41114799999999996,-0.35783400000000004,-0.324905,-0.372894,-0.346481,-0.501419,-0.378265,-0.273804","-1.021774,-0.995209,-1.051865,-0.9329379999999999,-1.0466309999999999,-0.9880680000000001,-1.0425870000000002,-1.088074,-1.0177459999999998,-1.049225,-0.955643,-0.922104,-0.949875,-0.964584,-1.102142,-0.9985959999999999,-1.008865,-0.917267,-0.844269,-1.0131379999999999,-0.863525,-0.937164,-0.889893,-0.874268,-0.893768,-0.951675,-0.969772,-0.963318,-0.914352,-0.9074549999999999,-0.841125,-1.046082,-0.966827,-0.991394,-0.8789520000000001,-0.8548129999999999,-0.963577,-0.987823,-0.930283,-0.723694",50
11,"0.044739,-0.00119,-0.032394,-0.12286400000000001,-0.067596,-0.052032,-0.048827999999999996,-0.008667,0.005569,-0.037247,-0.039124,0.0044399999999999995,-0.005005,-0.013656999999999999,-0.009659000000000001,0.04425,0.024048,-0.020737000000000002,0.002426,-0.049514999999999997,-0.030608999999999997,-0.078461,-0.111496,-0.075714,-0.039352,-0.051910000000000005,-0.049026,-0.082825,-0.131271,-0.133957,-0.070984,-0.031982,-0.04068,-0.04332,-0.055938999999999996,0.02713,0.0016170000000000002,-0.006821,-0.054091999999999994,-0.097946","-0.26319899999999996,-0.404846,-0.533569,-0.37674,-0.46809399999999995,-0.378891,-0.295135,-0.295792,-0.522781,-0.495911,-0.5415800000000001,-0.380035,-0.322723,-0.40518200000000004,-0.406021,-0.47035200000000005,-0.49823,-0.524109,-0.370178,-0.373093,-0.484818,-0.48719799999999996,-0.37751799999999996,-0.404251,-0.449921,-0.384583,-0.370743,-0.491943,-0.423386,-0.441833,-0.44433599999999995,-0.40219099999999997,-0.43837,-0.350555,-0.43454,-0.43923999999999996,-0.41938800000000004,-0.44917299999999993,-0.43136599999999997,-0.393478","-0.9262540000000001,-0.817856,-0.969727,-1.126785,-0.9893799999999999,-0.7130890000000001,-0.8943629999999999,-0.832001,-0.967758,-1.1708370000000001,-1.23465,-0.731216,-0.71904,-0.9068299999999999,-0.680161,-0.992828,-1.101425,-0.922409,-0.776505,-0.965866,-0.8871459999999999,-1.017227,-0.923523,-0.9921110000000001,-0.854294,-0.8103640000000001,-0.9054719999999999,-0.8468479999999999,-0.89064,-0.869812,-0.867828,-0.756683,-0.9311219999999999,-0.835983,-0.830658,-0.8242649999999999,-0.8807370000000001,-0.903351,-0.90564,-0.867081",60
12,"-0.078171,-0.08596799999999999,-0.049744,-0.017426,-0.034164,-0.047607,-0.042664,-0.028519,-0.05571,-0.083267,-0.070862,-0.076889,-0.071747,-0.059341,-0.063202,-0.066452,-0.065002,-0.044632,-0.045685,-0.021362,-0.06088300000000001,-0.061676,-0.12353499999999999,-0.111572,-0.132019,-0.10571300000000002,-0.08570900000000001,-0.09689299999999999,-0.068359,-0.099152,-0.093124,-0.085556,-0.153,-0.09829700000000001,0.016434,-0.011276000000000001,-0.070694,-0.115845,-0.061996,-0.095749","-0.408051,-0.427597,-0.35643,-0.390549,-0.394821,-0.441833,-0.38293499999999997,-0.36264,-0.305481,-0.317535,-0.406982,-0.387573,-0.394577,-0.44523599999999997,-0.466751,-0.44679300000000005,-0.40808099999999997,-0.384888,-0.300125,-0.30574,-0.399521,-0.387436,-0.410858,-0.422592,-0.49948100000000006,-0.44149799999999995,-0.44186400000000003,-0.49321000000000004,-0.469421,-0.47279399999999994,-0.380386,-0.473434,-0.287186,-0.32608000000000004,-0.27416999999999997,-0.547882,-0.18187,-0.555222,-0.49699399999999994,-0.28465300000000004","-0.939133,-0.863419,-0.8271790000000001,-0.887573,-0.9076690000000001,-0.949448,-0.890289,-0.8561709999999999,-0.791702,-0.8561709999999999,-0.8549959999999999,-0.898315,-0.8301540000000001,-0.919983,-0.94101,-0.891632,-0.9388120000000001,-0.8614649999999999,-0.822449,-0.888855,-0.932205,-0.9678190000000001,-0.946945,-0.891083,-0.921692,-0.905594,-0.8119350000000001,-0.9252469999999999,-0.869705,-0.923111,-0.9532010000000001,-1.00177,-0.901108,-0.73674,-0.451416,-1.034241,-0.9704440000000001,-0.730087,-0.880692,-0.92627",70
13,"-0.008163,-0.006804999999999999,-0.084518,-0.05998200000000001,-0.031631,-0.06308,-0.043396,-0.085556,0.0,0.10485799999999999,0.071991,0.057464999999999995,0.000366,-0.03157,-0.039352,-0.0022429999999999998,0.020248,-0.03035,-0.036788999999999995,0.0067599999999999995,0.013503999999999999,0.010773,-0.007599,0.022781,0.020447,0.112106,0.168396,0.123779,0.117157,0.07878099999999999,0.045302999999999996,0.043823,0.049789,0.06536900000000001,0.053696,0.015915000000000002,0.006378,0.045807,0.069229,0.06605499999999999","-0.31959499999999996,-0.7698520000000001,-0.574615,-0.356979,-0.32310500000000003,-0.358536,-0.508209,-0.46998599999999996,-0.446899,-0.49031099999999994,-0.430679,-0.424271,-0.40779099999999996,-0.286392,-0.294724,-0.324112,-0.6220859999999999,-0.731583,-0.514954,-0.510925,-0.43527200000000005,-0.291489,-0.179108,-0.398819,-0.40565500000000004,-0.365494,-0.47540299999999996,-0.445404,-0.442871,-0.40455599999999997,-0.382446,-0.389465,-0.388824,-0.42404200000000003,-0.39723200000000003,-0.41557299999999997,-0.399414,-0.41243,-0.432648,-0.42158500000000004","-0.5628810000000001,-1.325546,-1.114349,-1.012238,-0.863297,-0.896332,-0.873825,-0.9491729999999999,-0.9366,-0.78273,-0.89328,-0.981613,-0.8919370000000001,-0.750504,-0.8252719999999999,-0.9385680000000001,-0.884323,-1.070602,-1.008133,-0.719711,-0.616074,-0.94606,-1.008774,-0.943314,-0.9500270000000001,-0.8925780000000001,-0.891891,-0.846786,-0.8862459999999999,-0.926376,-0.922852,-0.919327,-0.934067,-0.9637600000000001,-0.9275049999999999,-0.8784639999999999,-0.8865360000000001,-0.855591,-0.913162,-0.8721620000000001",60
14,"0.059142999999999994,0.065414,0.072327,0.060974,0.053482,0.05140700000000001,0.062637,0.046158,0.028107,0.013992,0.020981,0.025162,0.02684,0.040024000000000004,0.051758000000000005,0.044357,0.021088,0.001175,0.000534,-0.000381,-0.00235,0.056549,0.022156,0.067276,0.092972,0.10055499999999999,0.083328,0.03653,-0.004379,0.051437000000000004,0.014465,-0.052689,0.077942,0.13908399999999999,0.082397,0.091431,0.10733,0.147278,0.147232,0.12396199999999999","-0.494461,-0.48194899999999996,-0.49491899999999994,-0.505432,-0.484497,-0.405869,-0.337631,-0.429138,-0.42599499999999996,-0.387421,-0.327515,-0.361298,-0.3396,-0.318405,-0.359177,-0.35044899999999995,-0.391312,-0.434586,-0.381897,-0.247025,-0.305817,-0.29986599999999997,-0.34510799999999997,-0.276642,-0.403961,-0.36550900000000003,-0.359863,-0.386368,-0.473846,-0.48535200000000006,-0.365967,-0.183334,-0.256973,-0.409821,-0.316681,-0.354935,-0.38751199999999997,-0.432755,-0.394302,-0.41206400000000004","-0.908005,-0.857468,-0.8729549999999999,-0.914917,-0.86908,-0.841125,-0.8603059999999999,-0.9301149999999999,-0.9270780000000001,-0.90036,-0.864899,-0.8870239999999999,-0.9100950000000001,-0.93515,-0.877502,-0.95842,-0.9400790000000001,-0.9047850000000001,-0.920883,-0.904816,-0.920502,-0.853226,-1.059875,-0.9312739999999999,-0.8522639999999999,-0.7953640000000001,-0.968384,-1.016556,-1.2085569999999999,-1.204086,-0.8941040000000001,-0.9866030000000001,-0.872131,-0.872986,-0.847824,-0.9785309999999999,-0.946045,-1.0326229999999998,-1.0327,-1.013687",60
15,"0.056976,0.09979199999999999,0.12698399999999999,0.123428,0.09930399999999999,0.019699,0.000412,0.048386,0.11682100000000001,0.14032,0.12361099999999998,0.149002,0.08872999999999999,0.050644,0.041199,0.001465,0.030257999999999997,0.098419,0.13125599999999998,0.13006600000000001,0.11785899999999999,0.087341,0.041122000000000006,0.07376100000000001,0.105804,0.12883,0.088272,0.069092,0.059097000000000004,0.077484,0.054596000000000006,0.073456,0.106873,0.059387,0.057404,0.067886,0.083527,0.068771,0.042404000000000004,0.039734","-0.39949,-0.333649,-0.234283,-0.30749499999999996,-0.522995,-0.463379,-0.396606,-0.334518,-0.253342,-0.20813,-0.21759,-0.22163400000000003,-0.28932199999999997,-0.346939,-0.437515,-0.30099499999999996,-0.238617,-0.163574,-0.195724,-0.199982,-0.251083,-0.279327,-0.29939299999999996,-0.20626799999999998,-0.19883699999999999,-0.199905,-0.199707,-0.241653,-0.291702,-0.342087,-0.31709299999999996,-0.274429,-0.31427,-0.391418,-0.35694899999999996,-0.354996,-0.42513999999999996,-0.426025,-0.384842,-0.407211","-1.123901,-0.9471129999999999,-0.716385,-0.7609100000000001,-1.111954,-0.9162290000000001,-1.130615,-0.980621,-0.93306,-0.9329069999999999,-0.8679049999999999,-0.9494319999999999,-0.989899,-1.052002,-1.210312,-1.083313,-0.9100799999999999,-0.894302,-0.860016,-0.875763,-1.103333,-1.0468899999999999,-1.010071,-0.9580989999999999,-0.914474,-0.897949,-0.9451450000000001,-0.9081879999999999,-1.1399540000000001,-1.0671540000000002,-0.9006040000000001,-0.861008,-0.969543,-0.883698,-0.947556,-0.9520719999999999,-0.939514,-0.95636,-0.883438,-0.942566",60
16,"0.045044,0.047485,0.018997,0.0056,0.030425999999999998,0.019211000000000002,0.029282,0.016953,0.023315,-0.022675,-0.048386,-0.044754,-0.010086,-0.017883,-0.034714,0.008102,0.013535,-0.009293000000000001,-0.008484,-0.005753,-0.032425,-0.074921,-0.071381,-0.047165,-0.030930000000000003,-0.053024,-0.041168,-0.047287,-0.028305,-0.025787,-0.050064,-0.023041,-0.033859,-0.045471,-0.080124,-0.055175999999999996,-0.062225,-0.069214,-0.035736000000000004,0.0018920000000000002","-0.396454,-0.41835,-0.40678400000000003,-0.43179300000000004,-0.530029,-0.48555,-0.49311800000000006,-0.40506,-0.47113,-0.468811,-0.501633,-0.406158,-0.46171599999999996,-0.515274,-0.49418599999999996,-0.458221,-0.506058,-0.442062,-0.409485,-0.374329,-0.376373,-0.39779699999999996,-0.47279399999999994,-0.494598,-0.46299700000000005,-0.408035,-0.464783,-0.44677700000000004,-0.479095,-0.41301000000000004,-0.366806,-0.379456,-0.40538,-0.5030359999999999,-0.45925900000000003,-0.472641,-0.44691499999999995,-0.344559,-0.448456,-0.48490900000000003","-0.856964,-0.9042969999999999,-0.8892969999999999,-0.933838,-0.9697879999999999,-0.955994,-0.8354950000000001,-0.825058,-0.91922,-0.8871,-0.998001,-0.905106,-0.931564,-0.8798219999999999,-0.820786,-0.856247,-0.868195,-0.9264680000000001,-0.88176,-0.901566,-0.969727,-0.878799,-1.049561,-0.976776,-0.9312590000000001,-0.949875,-0.846512,-0.899429,-0.9227139999999999,-0.9139709999999999,-0.807175,-0.784958,-0.770325,-0.881149,-0.8415370000000001,-0.953995,-0.828476,-0.756058,-0.9442290000000001,-0.770325",40
17,"-0.021957,-0.06076,-0.06604,-0.037827,-0.054778999999999994,-0.072037,-0.074158,-0.076431,-0.056351,-0.039841,-0.019469999999999998,-0.020508000000000002,-0.013350999999999998,0.016922,0.037551999999999995,0.011382999999999999,-0.012283,0.014159999999999999,0.036819,0.025024,0.036163,0.040558,0.047379000000000004,0.061141999999999995,0.024597,0.040955,0.026137999999999998,0.083847,0.061676,0.052139,0.061707000000000005,0.040253,0.044754,0.024048,0.031677,0.055115,0.035248,0.022354,0.058227999999999995,0.056792999999999996","-0.34510799999999997,-0.398499,-0.5056609999999999,-0.44830299999999995,-0.42582700000000007,-0.443375,-0.481461,-0.475677,-0.532547,-0.454788,-0.49527,-0.5569310000000001,-0.541107,-0.5458529999999999,-0.5028229999999999,-0.545013,-0.5256649999999999,-0.547913,-0.576828,-0.522247,-0.612839,-0.615265,-0.64415,-0.647659,-0.536255,-0.46832299999999993,-0.5542600000000001,-0.5882569999999999,-0.519943,-0.477234,-0.470596,-0.514359,-0.624222,-0.594757,-0.484573,-0.51268,-0.556625,-0.468842,-0.48873900000000003,-0.42695600000000006","-0.800186,-0.971146,-0.930817,-1.004074,-0.913025,-0.866333,-0.929947,-0.850555,-0.92543,-0.754425,-0.800003,-0.9015350000000001,-0.805984,-0.807404,-0.771622,-0.8580469999999999,-0.8344729999999999,-0.8405299999999999,-0.967728,-0.7243649999999999,-0.9003450000000001,-0.8591,-0.8901979999999999,-0.8941959999999999,-0.823441,-0.684967,-0.792603,-0.861008,-0.8711700000000001,-0.780457,-0.751892,-0.89241,-0.904816,-0.804321,-0.763916,-0.769043,-0.753448,-0.8295290000000001,-0.775803,-0.935837",10
18,"0.031235000000000002,0.033737,0.064316,0.070984,0.0046229999999999995,0.036101999999999995,0.046188,0.062424,0.02655,0.073654,-0.013106999999999999,0.063705,0.072372,0.11250299999999999,0.09472699999999999,0.076172,0.07067899999999999,0.049727999999999994,0.041473,0.050293,0.08201599999999999,0.072769,0.061951,0.04866,0.049332,0.057632,0.057587,0.018738,-0.007095000000000001,-0.066376,-0.042953,-0.033783,-0.02507,-0.006271,-0.008636,-0.026443,-0.041458,-0.08244299999999999,-0.05935700000000001,-0.071121","-0.338852,-0.390228,-0.46637,-0.409531,-0.40380900000000003,-0.52803,-0.453506,-0.42852799999999996,-0.530716,-0.679153,-0.335846,-0.407242,-0.374786,-0.387909,-0.460434,-0.472443,-0.476364,-0.379105,-0.429779,-0.36459400000000003,-0.363174,-0.404022,-0.47013900000000003,-0.4944,-0.512421,-0.48327600000000004,-0.43974300000000005,-0.407013,-0.464157,-0.350876,-0.535126,-0.47975200000000007,-0.551697,-0.52179,-0.46763599999999994,-0.571152,-0.59375,-0.326736,-0.30835,-0.5084380000000001","-0.786133,-0.9683379999999999,-0.925858,-0.9571379999999999,-0.79686,-0.906998,-0.8777010000000001,-0.666031,-0.991714,-1.0109860000000002,-0.847046,-0.8672790000000001,-0.78891,-0.855621,-0.8831180000000001,-0.907883,-0.90535,-0.913483,-0.814194,-0.809814,-0.872726,-0.848068,-0.953354,-1.056808,-0.953781,-0.894073,-0.835556,-0.854721,-0.828751,-0.842316,-0.876724,-0.942276,-0.8324889999999999,-0.83345,-0.8449399999999999,-0.9457700000000001,-0.9413450000000001,-0.747055,-0.7731319999999999,-0.9337620000000001",60
19,"-0.097214,-0.10633900000000002,-0.078552,-0.077637,-0.081879,-0.062836,-0.059723000000000005,-0.056274,-0.0616,0.013350999999999998,0.006531,-0.060226,-0.032303,-0.030273,-0.060364,-0.044219999999999995,-0.038071,0.019867,0.041519,-0.017746,0.022858,0.05069,0.0035859999999999998,0.002045,0.003922,0.030624000000000002,0.023681999999999998,0.044464,0.061752,0.034897000000000004,0.021439,-0.004944,-0.024413999999999998,0.003922,-0.031387,-0.039597,-0.04451,-0.065552,-0.034592000000000005,-0.027817","-0.45257600000000003,-0.407669,-0.45083599999999996,-0.48407,-0.476166,-0.40873699999999996,-0.378189,-0.43356300000000003,-0.44081099999999995,-0.435425,-0.490616,-0.28131100000000003,-0.41123999999999994,-0.298645,-0.373276,-0.547852,-0.444565,-0.411301,-0.386871,-0.312759,-0.344238,-0.348068,-0.281342,-0.32814,-0.315048,-0.358002,-0.389282,-0.388382,-0.41191099999999997,-0.33570900000000004,-0.329544,-0.313828,-0.283447,-0.47677600000000003,-0.403976,-0.454849,-0.47099300000000005,-0.284134,-0.202148,-0.36930799999999997","-0.880035,-0.893661,-0.939316,-0.996964,-0.928085,-0.779037,-0.820572,-0.799042,-0.8723299999999999,-0.9100799999999999,-1.0045620000000002,-1.0221559999999998,-1.028992,-0.806229,-1.043747,-1.064117,-1.0781399999999999,-0.966965,-0.87439,-0.953583,-0.8942110000000001,-0.90889,-0.90712,-0.8481139999999999,-0.7958529999999999,-0.830368,-0.871552,-0.8673860000000001,-0.996735,-0.933624,-0.9377139999999999,-0.9560700000000001,-0.9270940000000001,-1.0723719999999999,-1.0762180000000001,-1.107544,-1.0714569999999999,-0.702133,-0.859375,-1.0315860000000001",50
20,"-0.069199,-0.10977200000000001,-0.10398900000000001,-0.172623,-0.199722,-0.155319,-0.136475,-0.073059,-0.103806,-0.07728600000000001,-0.096527,-0.033859,-0.100189,-0.128952,0.0074010000000000005,-0.069656,-0.082932,-0.06881699999999999,-0.057861,-0.07762100000000001,-0.126648,-0.115005,-0.10923800000000002,-0.1091,-0.082703,-0.116379,-0.15104700000000001,-0.120529,-0.082916,-0.083176,-0.10545299999999999,-0.152756,-0.12309300000000001,-0.11891199999999999,-0.103958,-0.055344000000000004,-0.034073,-0.060211,-0.06423999999999999,-0.125671","-0.305588,-0.34063699999999997,-0.334869,-0.443695,-0.366669,-0.42782600000000004,-0.377228,-0.35739099999999996,-0.372345,-0.268982,-0.22190900000000002,-0.259598,-0.19966099999999998,-0.200241,-0.292664,-0.276199,-0.313309,-0.325165,-0.40570100000000003,-0.38049299999999997,-0.215881,-0.252625,-0.192856,-0.12796,-0.11914100000000001,-0.156128,-0.216049,-0.241013,-0.219406,-0.22798200000000002,-0.24815399999999999,-0.282959,-0.344254,-0.227829,-0.21843,-0.226654,-0.26408400000000004,-0.236404,-0.25311300000000003,-0.262131","-0.908127,-1.044098,-0.970459,-0.998001,-0.8425450000000001,-1.050949,-0.795532,-0.891968,-0.796341,-0.9754639999999999,-1.02301,-1.069519,-0.9174190000000001,-1.019104,-1.159744,-0.898834,-0.909378,-1.005997,-0.952255,-0.8714290000000001,-0.958405,-0.9250950000000001,-0.932327,-0.999359,-0.991058,-0.9628450000000001,-1.0059200000000001,-1.001892,-0.933517,-0.933884,-0.939102,-1.085342,-0.9670559999999999,-0.8920899999999999,-0.890518,-0.895386,-0.9670719999999999,-0.8961030000000001,-0.9661559999999999,-1.002426",60
21,"-0.153076,-0.190628,-0.131958,-0.09887699999999999,-0.070908,-0.029495,-0.043914999999999996,-0.067276,-0.051437000000000004,-0.03392,-0.072357,-0.052444000000000005,-0.050781,-0.015274000000000001,-0.009796,0.012969999999999999,0.042220999999999995,0.043335000000000005,0.050446,0.092606,0.096832,0.081039,0.020676,-0.007095000000000001,0.005096,0.011475,0.008865000000000001,-0.016235,-0.00943,0.01796,0.051224,0.040833,0.027374000000000002,0.024506,0.020599,0.047897,0.0569,0.048369999999999996,0.037781,0.06633","-0.24908400000000003,-0.28660599999999997,-0.29551700000000003,-0.33712800000000004,-0.3255,-0.354538,-0.356247,-0.406006,-0.41088900000000006,-0.379791,-0.353531,-0.326416,-0.34666399999999997,-0.383743,-0.391571,-0.362183,-0.400955,-0.372299,-0.369843,-0.397888,-0.430176,-0.49290500000000004,-0.557968,-0.5021359999999999,-0.5600890000000001,-0.521606,-0.582336,-0.578888,-0.579391,-0.600037,-0.579956,-0.615143,-0.583389,-0.5717770000000001,-0.5977939999999999,-0.646576,-0.626663,-0.62175,-0.6175689999999999,-0.627655","-0.950516,-0.991226,-0.9348299999999999,-0.998474,-0.9431149999999999,-0.8617549999999999,-0.8378909999999999,-0.959808,-0.956177,-1.050781,-0.9512940000000001,-0.907974,-0.9462430000000001,-0.9097290000000001,-0.896194,-0.951141,-0.925842,-0.935089,-0.913162,-0.888184,-0.8981629999999999,-0.8671110000000001,-0.939774,-0.8133090000000001,-0.887726,-0.722122,-0.8157810000000001,-0.85556,-0.797424,-0.861771,-0.819687,-0.813416,-0.7491300000000001,-0.8539120000000001,-0.786285,-0.785339,-0.826111,-0.833282,-0.8289030000000001,-0.739594",70
22,"0.09399400000000001,0.101974,0.09375,0.081161,0.053787,0.095657,0.067673,0.0784,0.05651900000000001,0.108261,0.125458,0.203094,0.24041700000000002,0.173233,0.139923,0.126495,0.131302,0.137238,0.14041099999999998,0.139954,0.088074,0.09407,0.101822,0.11660799999999999,0.054871,0.087509,0.112198,0.071075,0.11265599999999999,0.100967,0.024155000000000003,0.046432,0.10975599999999999,0.006989,0.035263,0.088226,0.107208,0.049561,0.000198,0.011124","-0.604416,-0.601959,-0.642502,-0.611847,-0.510834,-0.616486,-0.628494,-0.585495,-0.6190640000000001,-0.602341,-0.5875239999999999,-0.620926,-0.674988,-0.603241,-0.6072390000000001,-0.5142359999999999,-0.656876,-0.573349,-0.46368400000000004,-0.501083,-0.569138,-0.55545,-0.515305,-0.64447,-0.6378020000000001,-0.654526,-0.587982,-0.47471599999999997,-0.608246,-0.6178130000000001,-0.440445,-0.5493319999999999,-0.520065,-0.460617,-0.459229,-0.500992,-0.618225,-0.6166229999999999,-0.598068,-0.614594","-0.7415619999999999,-0.8058930000000001,-0.755157,-0.796661,-0.8405,-0.83075,-0.855087,-0.842133,-0.9085850000000001,-0.842209,-0.795029,-0.868134,-0.8438110000000001,-0.7390140000000001,-0.828308,-0.7902680000000001,-0.9211729999999999,-0.724014,-0.795197,-0.797104,-0.857132,-0.8304440000000001,-0.894333,-0.821426,-0.8824770000000001,-0.883133,-0.616959,-0.659012,-0.7207180000000001,-0.74762,-0.902618,-0.9944149999999999,-0.792694,-0.87851,-0.790985,-0.779312,-0.768936,-0.9186709999999999,-0.765579,-0.8979950000000001",50
23,"0.117477,0.146347,0.018951,-0.024429,0.082474,0.086258,0.079697,0.03067,0.052016999999999994,-0.0027010000000000003,-0.029876999999999997,-0.008163,-0.001068,0.019500999999999998,0.016037,0.042023000000000005,0.003479,-0.029541,-0.017059,-0.063568,-0.029220999999999997,-0.002014,0.014388999999999999,0.025528,0.0022890000000000002,0.020659999999999998,0.039474,-0.007690000000000001,0.013244999999999998,0.011169,0.015594,0.0159,0.010634999999999999,0.011856,0.022812,-0.007843000000000001,-0.006012,0.015839,0.0065769999999999995,-0.008102","-0.490479,-0.438354,-0.553802,-0.382889,-0.557755,-0.368896,-0.513443,-0.49650600000000006,-0.46948199999999995,-0.427216,-0.42208900000000005,-0.35884099999999997,-0.311707,-0.398895,-0.341949,-0.40033,-0.46954300000000004,-0.345871,-0.339539,-0.377289,-0.448593,-0.500305,-0.47763100000000003,-0.474655,-0.452042,-0.416016,-0.485992,-0.427277,-0.539841,-0.471649,-0.484955,-0.45951800000000004,-0.439026,-0.453583,-0.46498100000000003,-0.471207,-0.5099640000000001,-0.53154,-0.47998,-0.390839","-0.8670200000000001,-0.756042,-0.991241,-0.775574,-1.027908,-0.895798,-0.996704,-0.967133,-0.789413,-0.9210360000000001,-0.7948609999999999,-0.807755,-0.8685149999999999,-0.9789120000000001,-0.931961,-1.0083010000000001,-1.0991520000000001,-0.7896880000000001,-0.7176819999999999,-0.838608,-0.859741,-1.023361,-0.9913639999999999,-0.973083,-0.8565219999999999,-0.841309,-0.873566,-0.7813260000000001,-0.929977,-0.883484,-0.9650270000000001,-0.782288,-0.85936,-0.846161,-0.787506,-0.860275,-0.882339,-0.8912200000000001,-0.8310850000000001,-0.7823180000000001",70
24,"-0.0009,0.010056,-0.032562,-0.063644,-0.044952,-0.017624,-0.04007,-0.044861,0.037399,-0.004471,-0.047043,-0.087296,-0.137177,-0.10997,-0.098465,-0.118835,-0.11329700000000001,-0.10787999999999999,-0.12075799999999999,-0.177017,-0.165848,-0.159912,-0.067139,-0.124161,-0.165421,-0.09726,-0.109528,-0.139374,-0.158218,-0.118835,-0.141403,-0.16568,-0.130524,-0.143845,-0.120102,-0.105103,-0.12294000000000001,-0.116257,-0.13623,-0.144318","-0.397034,-0.431946,-0.41769399999999995,-0.4133,-0.48597700000000005,-0.505112,-0.503799,-0.436584,-0.413025,-0.308365,-0.44520600000000005,-0.563904,-0.41119399999999995,-0.427216,-0.47251899999999997,-0.444107,-0.375366,-0.533112,-0.622742,-0.6035159999999999,-0.5021359999999999,-0.39868200000000004,-0.426483,-0.5439,-0.517731,-0.605942,-0.561646,-0.514786,-0.514389,-0.387085,-0.389206,-0.473083,-0.48938000000000004,-0.5084989999999999,-0.529297,-0.531525,-0.47073400000000004,-0.44516000000000006,-0.402252,-0.40222199999999997","-0.760361,-0.767838,-0.793488,-0.835358,-0.89241,-0.837463,-0.926941,-0.8916629999999999,-0.5862430000000001,-0.7654880000000001,-0.9075780000000001,-0.871582,-0.993958,-0.991226,-0.784149,-0.975616,-0.662262,-0.8480530000000001,-1.031464,-1.1754,-0.695435,-0.8532870000000001,-0.804703,-0.778931,-0.934952,-0.8638610000000001,-0.9161530000000001,-0.9041440000000001,-0.82309,-0.772903,-0.8406370000000001,-0.7832640000000001,-0.951675,-0.944992,-0.9406129999999999,-0.852966,-0.847427,-0.82811,-0.8397370000000001,-0.8378909999999999",80
25,"-0.174103,-0.214798,-0.106522,-0.122101,-0.171494,-0.134964,-0.136917,-0.155441,-0.155945,-0.143066,-0.116425,-0.132431,-0.128906,-0.135132,-0.129395,-0.106476,-0.132339,-0.13974,-0.140198,-0.11393699999999998,-0.12454200000000001,-0.127945,-0.11665299999999999,-0.11097699999999999,-0.10865799999999999,-0.10908499999999999,-0.102051,-0.124695,-0.12260399999999999,-0.10871900000000001,-0.107925,-0.10022,-0.08694500000000001,-0.09687799999999999,-0.10908499999999999,-0.16488599999999998,-0.117798,-0.097733,-0.093079,-0.108078","-0.389709,-0.385437,-0.316818,-0.356277,-0.48494,-0.417343,-0.424149,-0.450668,-0.44232200000000005,-0.42916899999999997,-0.418915,-0.40823400000000004,-0.379013,-0.411743,-0.376617,-0.378159,-0.454941,-0.419662,-0.390472,-0.407425,-0.41766400000000004,-0.437759,-0.42041000000000006,-0.37283299999999997,-0.39502,-0.41931199999999996,-0.417419,-0.459732,-0.46186800000000006,-0.41371199999999997,-0.412125,-0.4077,-0.386719,-0.43690500000000004,-0.446075,-0.422134,-0.43135100000000004,-0.32676700000000003,-0.319305,-0.447571","-0.916962,-0.85759,-0.823227,-0.9508209999999999,-0.921112,-0.9600219999999999,-0.924667,-0.8817290000000001,-0.894119,-0.906281,-0.894806,-0.8726809999999999,-0.894699,-0.871719,-0.912048,-0.9697879999999999,-0.9692540000000001,-0.957123,-0.9259639999999999,-0.876282,-0.897842,-0.926514,-0.887238,-0.862656,-0.867813,-0.9050450000000001,-0.9388280000000001,-0.947876,-0.960983,-0.874725,-0.929321,-0.817444,-0.831253,-0.960785,-0.979858,-0.9189,-0.82547,-0.799728,-0.835648,-0.839996",30
